,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
5635,Kumasi,No,primary_plan,College,Employed,female,3511.7241379310344,Single,144,129.0,1,4,contacting_branch_directly,345.6,4-door_car
5636,Accra,No,primary_plan,Master,Employed,female,4444.48275862069,Divorced,136,125.0,3,2,customer_call_centre,20.141289,2-door_car
5637,Cape_coast,Yes,primary_plan,High School or Below,Employed,female,7562.068965517242,Single,130,64.0,1,2,contacting_agent,156.124914,4-door_car
5638,Kumasi,No,primary_plan,College,Employed,male,16086.724137931034,Single,130,47.0,5,1,contacting_branch_directly,40.757983,4-door_car
5639,Kumasi,No,primary_plan,High School or Below,Employed,male,11632.241379310346,Married,122,17.0,9,4,contacting_branch_directly,365.879938,2-door_car
5640,Takoradi,No,primary_plan,High School or Below,Employed,male,5275.517241379311,Married,212,56.0,1,3,contacting_agent,508.8,SUV
5641,Takoradi,Yes,primary_plan,College,Employed,female,9543.103448275862,Married,134,0.0,9,1,contacting_agent,321.6,4-door_car
5642,Accra,Yes,primary_plan,High School or Below,Disabled,female,1971.0344827586207,Married,238,47.0,2,2,contacting_agent,571.2,SUV
5643,Kumasi,No,primary_plan,College,Employed,male,4671.206896551725,Married,122,43.0,1,3,contacting_branch_directly,292.8,4-door_car
5644,Cape_coast,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,216,138.0,1,1,contacting_agent,777.6,SUV
5645,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,394,13.0,9,2,contacting_agent,1418.4,luxirious_car
5646,Kumasi,No,primary_plan,College,Employed,female,6717.413793103448,Divorced,124,22.0,1,1,contacting_agent,297.6,2-door_car
5647,Kumasi,No,extended_plan,Doctor,Employed,female,8937.931034482759,Married,188,43.0,2,2,contacting_agent,33.747903,2-door_car
5648,Cape_coast,No,primary_plan,Bachelor,Employed,male,13651.896551724138,Divorced,144,4.0,1,2,contacting_branch_directly,241.277426,4-door_car
5649,Kumasi,Yes,primary_plan,Bachelor,Medical Leave,male,2426.206896551724,Divorced,142,56.0,2,1,contacting_agent,511.2,4-door_car
5650,Accra,No,extended_plan,College,Employed,male,9693.96551724138,Divorced,194,43.0,3,1,contacting_agent,465.6,4-door_car
5651,Tamale,No,primary_plan,High School or Below,Disabled,male,2570.5172413793102,Married,398,133.0,6,1,contacting_branch_directly,1238.077611,luxirious_car
5652,Cape_coast,Yes,extended_plan,High School or Below,Employed,male,4633.793103448276,Single,152,73.0,8,1,contacting_agent,364.8,4-door_car
5653,Kumasi,No,extended_plan,College,Employed,male,11793.275862068966,Divorced,176,60.0,1,2,contacting_agent,242.254164,4-door_car
5654,Cape_coast,No,primary_plan,College,Employed,female,5125.862068965517,Married,144,4.0,3,3,contacting_branch_directly,463.21435,4-door_car
5655,Kumasi,No,extended_plan,High School or Below,Employed,female,6133.96551724138,Married,260,4.0,1,1,contacting_branch_directly,574.51239,SUV
5656,Accra,No,primary_plan,Master,Employed,male,7234.137931034483,Married,132,64.0,1,4,customer_call_centre,206.818326,4-door_car
5657,Kumasi,No,premium_plan,Master,Employed,female,13433.620689655172,Married,230,17.0,2,3,customer_call_centre,552.0,4-door_car
5658,Kumasi,No,primary_plan,Bachelor,Medical Leave,female,2674.8275862068967,Married,148,86.0,1,4,via_the_web,355.2,4-door_car
5659,Cape_coast,No,premium_plan,College,Employed,female,5087.068965517242,Married,568,9.0,1,2,customer_call_centre,1979.444237,luxirious_car
5660,Accra,No,primary_plan,College,Employed,female,5406.206896551725,Married,136,108.0,2,2,contacting_agent,326.4,2-door_car
5661,Accra,No,primary_plan,College,Employed,female,5423.448275862069,Single,398,22.0,1,1,contacting_branch_directly,436.695385,luxurious_suv
5662,Takoradi,No,primary_plan,High School or Below,Employed,female,16428.275862068967,Married,138,26.0,4,2,customer_call_centre,327.647322,4-door_car
5663,Cape_coast,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,196,30.0,9,2,customer_call_centre,931.648937,2-door_car
5664,Tamale,No,premium_plan,Bachelor,Employed,female,10838.620689655172,Single,208,86.0,1,3,contacting_agent,171.213743,2-door_car
5665,Kumasi,No,primary_plan,College,Medical Leave,male,3938.2758620689656,Married,130,86.0,9,1,contacting_agent,468.0,4-door_car
5666,Accra,No,primary_plan,Bachelor,Employed,female,11583.793103448275,Single,132,95.0,2,3,contacting_branch_directly,184.936711,4-door_car
5667,Takoradi,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,174,60.0,3,2,via_the_web,417.6,4-door_car
5668,Kumasi,No,primary_plan,College,Employed,female,11887.241379310346,Married,142,64.0,8,1,customer_call_centre,309.627788,4-door_car
5669,Kumasi,No,primary_plan,Bachelor,Employed,female,9772.41379310345,Single,200,39.0,3,1,contacting_branch_directly,480.0,SUV
5670,Takoradi,No,extended_plan,High School or Below,Retired,female,3252.758620689656,Married,252,17.0,1,3,customer_call_centre,604.8,SUV
5671,Accra,No,primary_plan,High School or Below,Employed,female,14288.793103448275,Married,140,22.0,1,2,customer_call_centre,455.337179,4-door_car
5672,Takoradi,No,primary_plan,College,Unemployed,female,0.0,Married,218,108.0,1,3,contacting_agent,523.2,SUV
5673,Accra,No,extended_plan,Bachelor,Employed,female,14631.551724137931,Divorced,276,120.0,1,4,customer_call_centre,691.697458,SUV
5674,Accra,No,extended_plan,College,Unemployed,female,0.0,Married,254,103.0,1,1,contacting_agent,609.6,SUV
5675,Accra,No,primary_plan,Bachelor,Employed,male,9440.172413793103,Single,122,22.0,1,1,contacting_agent,292.8,4-door_car
5676,Accra,No,premium_plan,College,Employed,female,13169.137931034484,Married,232,99.0,4,3,contacting_branch_directly,556.8,2-door_car
5677,Accra,No,extended_plan,Bachelor,Employed,male,10262.586206896553,Married,156,0.0,8,1,contacting_branch_directly,343.789779,4-door_car
5678,Takoradi,No,primary_plan,Bachelor,Employed,female,9658.103448275862,Married,142,4.0,6,1,contacting_branch_directly,51.995897,4-door_car
5679,Takoradi,No,primary_plan,Master,Medical Leave,male,2466.551724137931,Divorced,148,133.0,7,2,contacting_agent,355.061143,4-door_car
5680,Takoradi,No,primary_plan,Bachelor,Employed,female,3682.586206896552,Married,202,108.0,1,4,contacting_agent,484.8,Sports Car
5681,Takoradi,No,primary_plan,Bachelor,Employed,female,14845.0,Married,204,17.0,1,1,contacting_agent,344.736945,SUV
5682,Tamale,Yes,primary_plan,Bachelor,Employed,male,4482.413793103448,Married,142,69.0,2,2,customer_call_centre,791.878042,4-door_car
5683,Accra,No,primary_plan,Master,Employed,female,11093.275862068966,Single,122,17.0,1,1,contacting_agent,79.934072,4-door_car
5684,Accra,No,premium_plan,High School or Below,Employed,female,6217.241379310345,Married,330,116.0,1,2,customer_call_centre,774.558233,Sports Car
5685,Kumasi,No,primary_plan,High School or Below,Employed,male,10671.379310344828,Married,134,95.0,4,3,contacting_branch_directly,266.996814,4-door_car
5686,Kumasi,No,primary_plan,High School or Below,Disabled,male,4607.068965517242,Divorced,130,77.0,2,2,contacting_agent,312.0,4-door_car
5687,Cape_coast,No,extended_plan,Bachelor,Employed,female,10334.48275862069,Single,188,73.0,3,3,via_the_web,303.098944,4-door_car
5688,Tamale,No,extended_plan,Master,Employed,male,7926.034482758621,Married,276,64.0,1,1,contacting_branch_directly,139.826393,SUV
5689,Kumasi,No,primary_plan,Bachelor,Employed,male,13802.586206896553,Married,200,129.0,1,1,contacting_branch_directly,121.945071,SUV
5690,Takoradi,No,extended_plan,College,Employed,male,10059.48275862069,Married,196,4.0,6,1,contacting_branch_directly,346.971517,4-door_car
5691,Kumasi,No,primary_plan,College,Unemployed,female,0.0,Divorced,142,142.0,7,3,customer_call_centre,143.276484,2-door_car
5692,Kumasi,No,extended_plan,Bachelor,Employed,male,13198.103448275862,Married,264,13.0,3,2,contacting_agent,616.349424,SUV
5693,Takoradi,No,primary_plan,Master,Employed,female,6243.448275862069,Married,146,108.0,2,1,contacting_agent,119.033795,2-door_car
5694,Accra,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,262,77.0,3,2,contacting_branch_directly,628.8,Sports Car
5695,Accra,No,primary_plan,High School or Below,Employed,male,12689.137931034484,Married,228,22.0,2,4,contacting_agent,485.183645,SUV
5696,Accra,No,extended_plan,High School or Below,Employed,female,10993.448275862069,Married,198,56.0,4,2,contacting_branch_directly,108.161276,4-door_car
5697,Accra,No,extended_plan,Bachelor,Employed,male,5652.931034482759,Married,172,13.0,7,2,contacting_branch_directly,568.58486,2-door_car
5698,Accra,No,primary_plan,Bachelor,Employed,female,16372.758620689656,Married,134,43.0,1,2,contacting_agent,321.6,2-door_car
5699,Kumasi,No,premium_plan,High School or Below,Unemployed,female,0.0,Single,512,129.0,1,3,contacting_agent,1943.772393,luxirious_car
5700,Accra,No,extended_plan,College,Employed,female,12725.689655172417,Married,250,22.0,1,1,contacting_branch_directly,537.315879,SUV
5701,Kumasi,Yes,extended_plan,Bachelor,Medical Leave,female,2247.758620689656,Married,248,120.0,1,2,contacting_agent,839.348464,SUV
5702,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,176,22.0,1,1,contacting_branch_directly,989.200247,4-door_car
5703,Kumasi,No,primary_plan,College,Employed,female,12977.93103448276,Married,206,95.0,1,4,customer_call_centre,71.647924,SUV
5704,Takoradi,No,primary_plan,Master,Employed,female,6772.068965517242,Divorced,132,125.0,1,4,contacting_branch_directly,65.590217,4-door_car
5705,Kumasi,No,primary_plan,Bachelor,Employed,male,6364.310344827586,Married,124,95.0,9,2,contacting_branch_directly,90.569696,4-door_car
5706,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,148,82.0,3,2,contacting_agent,407.218947,4-door_car
5707,Accra,Yes,extended_plan,College,Retired,male,2332.4137931034484,Single,172,90.0,3,1,contacting_agent,412.8,4-door_car
5708,Accra,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,274,73.0,1,3,contacting_branch_directly,986.4,SUV
5709,Tamale,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,130,13.0,1,1,contacting_branch_directly,768.797656,4-door_car
5710,Takoradi,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,144,138.0,1,4,via_the_web,405.804184,4-door_car
5711,Takoradi,No,primary_plan,Doctor,Medical Leave,male,2175.344827586207,Divorced,216,22.0,8,1,contacting_branch_directly,648.925597,SUV
5712,Kumasi,No,primary_plan,High School or Below,Employed,female,7371.379310344828,Divorced,130,22.0,2,3,contacting_agent,279.715067,2-door_car
5713,Kumasi,No,premium_plan,College,Unemployed,male,0.0,Single,310,99.0,5,1,contacting_branch_directly,1116.0,Sports Car
5714,Accra,Yes,premium_plan,High School or Below,Employed,female,13130.517241379312,Married,232,64.0,1,2,customer_call_centre,556.8,2-door_car
5715,Kumasi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,132,82.0,8,1,contacting_branch_directly,469.6093,4-door_car
5716,Kumasi,No,extended_plan,High School or Below,Employed,male,10165.172413793103,Married,462,133.0,2,1,customer_call_centre,1108.8,luxirious_car
5717,Kumasi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,214,22.0,3,2,via_the_web,740.963933,SUV
5718,Kumasi,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,196,0.0,2,1,customer_call_centre,705.6,4-door_car
5719,Kumasi,No,primary_plan,High School or Below,Employed,female,5936.206896551725,Divorced,130,26.0,2,1,contacting_agent,184.958966,2-door_car
5720,Kumasi,No,extended_plan,High School or Below,Disabled,male,2312.241379310345,Married,254,116.0,7,1,contacting_branch_directly,609.6,SUV
5721,Accra,No,primary_plan,Bachelor,Employed,male,12716.896551724138,Married,148,103.0,7,3,contacting_branch_directly,301.562622,4-door_car
5722,Accra,No,primary_plan,High School or Below,Unemployed,female,0.0,Divorced,232,146.0,1,1,contacting_agent,1397.954723,Sports Car
5723,Kumasi,No,primary_plan,Bachelor,Medical Leave,male,2953.448275862069,Divorced,396,4.0,2,1,contacting_agent,950.4,luxurious_suv
5724,Tamale,No,extended_plan,College,Unemployed,female,0.0,Single,184,129.0,9,1,contacting_branch_directly,662.4,4-door_car
5725,Kumasi,No,extended_plan,High School or Below,Unemployed,female,0.0,Single,268,64.0,8,1,customer_call_centre,1353.28906,SUV
5726,Takoradi,No,extended_plan,Bachelor,Disabled,male,1813.2758620689656,Single,184,60.0,3,1,contacting_agent,441.540848,4-door_car
5727,Accra,Yes,premium_plan,College,Employed,male,10145.172413793103,Married,220,26.0,1,2,contacting_branch_directly,528.0,4-door_car
5728,Accra,No,primary_plan,College,Employed,male,3854.3103448275865,Married,142,116.0,2,2,contacting_branch_directly,340.8,4-door_car
5729,Tamale,No,extended_plan,High School or Below,Unemployed,female,0.0,Single,446,112.0,7,1,customer_call_centre,1605.6,luxirious_car
5730,Takoradi,No,primary_plan,Bachelor,Medical Leave,female,3644.3103448275865,Single,122,125.0,6,2,via_the_web,292.8,4-door_car
5731,Kumasi,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,198,69.0,3,2,contacting_branch_directly,712.8,4-door_car
5732,Accra,No,extended_plan,High School or Below,Employed,male,13492.241379310346,Single,190,60.0,2,4,contacting_branch_directly,456.0,4-door_car
5733,Takoradi,Yes,primary_plan,Bachelor,Employed,female,6142.241379310345,Married,130,43.0,3,2,contacting_agent,288.572108,4-door_car
5734,Accra,No,primary_plan,College,Employed,female,15165.0,Divorced,122,133.0,2,3,contacting_agent,308.321335,4-door_car
5735,Kumasi,No,primary_plan,College,Employed,female,4468.103448275862,Single,128,56.0,7,1,contacting_agent,317.979988,2-door_car
5736,Accra,Yes,primary_plan,College,Employed,male,10769.655172413792,Married,218,99.0,4,2,contacting_agent,400.181882,Sports Car
5737,Accra,Yes,extended_plan,High School or Below,Unemployed,male,0.0,Married,262,146.0,9,1,contacting_agent,628.8,SUV
5738,Accra,No,extended_plan,High School or Below,Employed,male,8539.48275862069,Married,156,17.0,3,4,contacting_agent,234.723464,2-door_car
5739,Accra,Yes,extended_plan,Bachelor,Retired,female,4030.344827586207,Divorced,156,82.0,1,2,customer_call_centre,374.4,4-door_car
5740,Accra,No,extended_plan,College,Unemployed,male,0.0,Single,162,90.0,1,3,customer_call_centre,583.2,4-door_car
5741,Takoradi,No,primary_plan,College,Employed,male,11715.862068965518,Married,142,69.0,1,4,contacting_branch_directly,167.405624,2-door_car
5742,Accra,Yes,primary_plan,College,Retired,male,4353.620689655172,Divorced,132,56.0,2,2,via_the_web,316.8,4-door_car
5743,Takoradi,No,primary_plan,High School or Below,Employed,female,3533.9655172413795,Married,130,73.0,2,4,contacting_branch_directly,425.358596,4-door_car
5744,Accra,No,premium_plan,High School or Below,Employed,male,11796.551724137931,Married,208,22.0,2,2,contacting_branch_directly,499.2,4-door_car
5745,Takoradi,No,extended_plan,College,Employed,female,4260.517241379311,Married,244,133.0,1,3,contacting_agent,259.998169,Sports Car
5746,Accra,No,primary_plan,College,Employed,female,13194.827586206897,Divorced,238,150.0,2,3,customer_call_centre,254.149197,SUV
5747,Accra,No,extended_plan,High School or Below,Employed,male,16953.96551724138,Married,198,69.0,1,1,contacting_branch_directly,459.048775,4-door_car
5748,Accra,Yes,extended_plan,Bachelor,Unemployed,female,0.0,Divorced,278,22.0,2,1,customer_call_centre,667.2,SUV
5749,Kumasi,No,premium_plan,College,Unemployed,female,0.0,Single,212,108.0,1,1,via_the_web,1116.943654,4-door_car
5750,Cape_coast,Yes,premium_plan,High School or Below,Unemployed,male,0.0,Married,306,108.0,1,2,via_the_web,1027.000029,SUV
5751,Takoradi,No,primary_plan,Bachelor,Unemployed,male,0.0,Divorced,148,77.0,8,1,contacting_branch_directly,532.8,4-door_car
5752,Kumasi,No,extended_plan,Bachelor,Employed,male,4257.758620689655,Married,164,0.0,1,3,via_the_web,393.6,4-door_car
5753,Accra,No,premium_plan,Bachelor,Employed,male,4532.241379310345,Married,222,26.0,8,2,contacting_branch_directly,279.378884,2-door_car
5754,Accra,Yes,primary_plan,College,Employed,male,14456.206896551725,Married,148,95.0,2,2,contacting_agent,355.2,4-door_car
5755,Tamale,No,primary_plan,High School or Below,Employed,female,13117.41379310345,Single,136,60.0,2,2,contacting_branch_directly,384.210821,4-door_car
5756,Kumasi,No,primary_plan,College,Disabled,male,2578.793103448276,Single,132,103.0,8,1,contacting_branch_directly,316.8,4-door_car
5757,Tamale,No,premium_plan,High School or Below,Employed,male,7194.310344827586,Married,234,77.0,2,1,contacting_agent,82.25632,4-door_car
5758,Cape_coast,No,primary_plan,College,Employed,female,15360.689655172417,Divorced,136,133.0,3,1,contacting_branch_directly,91.8198,2-door_car
5759,Tamale,No,primary_plan,College,Employed,female,9307.93103448276,Married,140,95.0,2,1,contacting_branch_directly,127.886591,4-door_car
5760,Kumasi,No,premium_plan,Bachelor,Employed,female,8595.344827586207,Single,218,73.0,1,1,contacting_branch_directly,679.534284,4-door_car
5761,Kumasi,No,primary_plan,High School or Below,Employed,male,6322.413793103448,Single,378,129.0,3,1,contacting_branch_directly,907.2,luxirious_car
5762,Cape_coast,No,primary_plan,Bachelor,Employed,male,7521.724137931034,Divorced,134,39.0,1,4,customer_call_centre,321.6,2-door_car
5763,Tamale,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,140,26.0,1,1,contacting_branch_directly,504.0,4-door_car
5764,Accra,No,primary_plan,College,Employed,female,13190.517241379312,Married,130,138.0,2,1,contacting_branch_directly,144.051716,4-door_car
5765,Accra,No,primary_plan,College,Employed,female,11416.551724137931,Single,206,146.0,2,2,via_the_web,96.723812,Sports Car
5766,Kumasi,No,primary_plan,College,Employed,female,9051.206896551725,Divorced,126,95.0,2,1,contacting_agent,302.4,2-door_car
5767,Takoradi,Yes,primary_plan,High School or Below,Employed,female,3463.793103448276,Married,218,43.0,2,2,contacting_agent,523.2,Sports Car
5768,Kumasi,No,premium_plan,High School or Below,Unemployed,female,0.0,Single,370,30.0,2,1,contacting_agent,1543.932434,SUV
